255,0,0,255
255,6,0,255
255,12,0,255
255,18,0,255
255,24,0,255
255,30,0,255
255,36,0,255
255,42,0,255
255,48,0,255
255,54,0,255
255,60,0,255
255,66,0,255
255,72,0,255
255,78,0,255
255,84,0,255
255,90,0,255
255,96,0,255
255,102,0,255
255,108,0,255
255,114,0,255
255,120,0,255
255,126,0,255
255,131,0,255
255,137,0,255
255,143,0,255
255,149,0,255
255,155,0,255
255,161,0,255
255,167,0,255
255,173,0,255
255,179,0,255
255,185,0,255
255,191,0,255
255,197,0,255
255,203,0,255
255,209,0,255
255,215,0,255
255,221,0,255
255,227,0,255
255,233,0,255
255,239,0,255
255,245,0,255
255,251,0,255
253,255,0,255
247,255,0,255
241,255,0,255
235,255,0,255
229,255,0,255
223,255,0,255
217,255,0,255
211,255,0,255
205,255,0,255
199,255,0,255
193,255,0,255
187,255,0,255
181,255,0,255
175,255,0,255
169,255,0,255
163,255,0,255
157,255,0,255
151,255,0,255
145,255,0,255
139,255,0,255
133,255,0,255
128,255,0,255
122,255,0,255
116,255,0,255
110,255,0,255
104,255,0,255
98,255,0,255
92,255,0,255
86,255,0,255
80,255,0,255
74,255,0,255
68,255,0,255
62,255,0,255
56,255,0,255
50,255,0,255
44,255,0,255
38,255,0,255
32,255,0,255
26,255,0,255
20,255,0,255
14,255,0,255
8,255,0,255
2,255,0,255
0,255,4,255
0,255,10,255
0,255,16,255
0,255,22,255
0,255,28,255
0,255,34,255
0,255,40,255
0,255,46,255
0,255,52,255
0,255,58,255
0,255,64,255
0,255,70,255
0,255,76,255
0,255,82,255
0,255,88,255
0,255,94,255
0,255,100,255
0,255,106,255
0,255,112,255
0,255,118,255
0,255,124,255
0,255,129,255
0,255,135,255
0,255,141,255
0,255,147,255
0,255,153,255
0,255,159,255
0,255,165,255
0,255,171,255
0,255,177,255
0,255,183,255
0,255,189,255
0,255,195,255
0,255,201,255
0,255,207,255
0,255,213,255
0,255,219,255
0,255,225,255
0,255,231,255
0,255,237,255
0,255,243,255
0,255,249,255
0,255,255,255
0,249,255,255
0,243,255,255
0,237,255,255
0,231,255,255
0,225,255,255
0,219,255,255
0,213,255,255
0,207,255,255
0,201,255,255
0,195,255,255
0,189,255,255
0,183,255,255
0,177,255,255
0,171,255,255
0,165,255,255
0,159,255,255
0,153,255,255
0,147,255,255
0,141,255,255
0,135,255,255
0,129,255,255
0,124,255,255
0,118,255,255
0,112,255,255
0,106,255,255
0,100,255,255
0,94,255,255
0,88,255,255
0,82,255,255
0,76,255,255
0,70,255,255
0,64,255,255
0,58,255,255
0,52,255,255
0,46,255,255
0,40,255,255
0,34,255,255
0,28,255,255
0,22,255,255
0,16,255,255
0,10,255,255
0,4,255,255
2,0,255,255
8,0,255,255
14,0,255,255
20,0,255,255
26,0,255,255
32,0,255,255
38,0,255,255
44,0,255,255
50,0,255,255
56,0,255,255
62,0,255,255
68,0,255,255
74,0,255,255
80,0,255,255
86,0,255,255
92,0,255,255
98,0,255,255
104,0,255,255
110,0,255,255
116,0,255,255
122,0,255,255
128,0,255,255
133,0,255,255
139,0,255,255
145,0,255,255
151,0,255,255
157,0,255,255
163,0,255,255
169,0,255,255
175,0,255,255
181,0,255,255
187,0,255,255
193,0,255,255
199,0,255,255
205,0,255,255
211,0,255,255
217,0,255,255
223,0,255,255
229,0,255,255
235,0,255,255
241,0,255,255
247,0,255,255
253,0,255,255
255,0,251,255
255,0,245,255
255,0,239,255
255,0,233,255
255,0,227,255
255,0,221,255
255,0,215,255
255,0,209,255
255,0,203,255
255,0,197,255
255,0,191,255
255,0,185,255
255,0,179,255
255,0,173,255
255,0,167,255
255,0,161,255
255,0,155,255
255,0,149,255
255,0,143,255
255,0,137,255
255,0,131,255
255,0,126,255
255,0,120,255
255,0,114,255
255,0,108,255
255,0,102,255
255,0,96,255
255,0,90,255
255,0,84,255
255,0,78,255
255,0,72,255
255,0,66,255
255,0,60,255
255,0,54,255
255,0,48,255
255,0,42,255
255,0,36,255
255,0,30,255
255,0,24,255
255,0,18,255
255,0,12,255
255,0,6,255
